pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,sy_gaiamag
TOI-2364 b,TOI-2364,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.01975170,0.048710,8.608,71.51139,0.000000,237.00,1091,,5306.00,0.89,0.95,0.344,[Fe/H],4.52,219.6140000,12.0921000
TOI-237 b,TOI-237,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.43609800,0.034100,1.440,,0.000000,3.70,388,M4.5 V,3212.00,0.21,0.18,,,5.04,38.0749000,14.7540000
TOI-2406 b,TOI-2406,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.07668960,0.022800,2.940,,0.260000,6.55,447,M4 V,3100.00,0.20,0.16,-0.380,[Fe/H],5.04,55.4190000,15.6955000
TOI-2411 b,TOI-2411,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.78269420,0.014400,1.680,,,,1355,,4099.00,0.68,0.65,,,4.59,59.5362000,11.2198000
TOI-2421 b,TOI-2421,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.34740320,0.054300,10.368,105.83686,0.000000,923.60,1534,,5607.00,1.75,1.13,0.190,[Fe/H],4.00,327.9270000,11.1554000
TOI-2427 b,TOI-2427,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.30600110,0.020200,1.800,,,,1117,,4072.00,0.65,0.64,,,4.62,28.5147000,9.8184500
TOI-244 b,TOI-244,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.39722500,0.055900,1.520,2.68000,,7.30,458,M2.5 V,3433.00,0.43,0.43,-0.390,[Fe/H],4.66,22.0337000,11.5530000
TOI-2443 b,TOI-2443,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),15.66949400,,2.773,,,,601,,4357.00,0.73,0.66,-0.439,[m/H],4.71,23.9258000,9.0333000
TOI-2445 b,TOI-2445,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.37112810,0.006400,1.250,,,,1060,,3333.00,0.27,0.25,,,4.97,48.5820000,14.3977000
TOI-2459 b,TOI-2459,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.10471800,,2.953,,,,445,,4195.00,0.68,0.66,,,4.60,36.6113000,10.1652000
TOI-2497 b,TOI-2497,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),10.65566900,0.116600,11.142,1531.93292,0.195000,,1595,,7360.00,2.36,1.86,0.094,[Fe/H],3.96,285.2890000,9.4724400
TOI-2498 b,TOI-2498,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.73825200,0.049100,6.060,34.62000,0.089000,,1443,,5905.00,1.26,1.12,0.167,[Fe/H],4.30,275.2650000,11.2677000
TOI-251 b,TOI-251,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.93777000,0.057410,2.740,317.83000,0.000000,,,,5875.00,0.88,1.04,-0.106,[Fe/H],4.56,99.5230000,9.7541100
TOI-2525 b,TOI-2525,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),23.28560000,0.151100,8.676,26.69759,0.170000,,,K8 V,5096.00,0.79,0.85,0.140,[Fe/H],4.58,395.3980000,14.0120000
TOI-2525 c,TOI-2525,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),49.25190000,0.249000,10.133,208.81326,0.157000,,,K8 V,5096.00,0.79,0.85,0.140,[Fe/H],4.58,395.3980000,14.0120000
TOI-2545 b,TOI-2545,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),7.99403700,,2.750,,,,,,5846.29,1.25,1.05,-0.273,[M/H],4.27,107.1180000,9.2949000
TOI-2567 b,TOI-2567,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.98394400,0.067200,10.929,63.88351,0.000000,558.00,1352,,5611.00,1.69,1.13,0.241,[Fe/H],4.04,504.7750000,12.2213000
TOI-257 b,TOI-257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.38818000,0.152800,7.163,43.86032,0.000000,186.00,1027,,6095.00,1.87,1.41,0.175,[Fe/H],4.04,76.9028000,7.4165300
TOI-2570 b,TOI-2570,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.98876150,0.041450,13.641,260.61929,0.000000,699.00,1431,,5771.00,1.09,1.06,0.191,[Fe/H],4.38,361.8570000,12.4599000
TOI-2583 A b,TOI-2583 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.52072650,0.057100,14.460,79.45710,0.000000,750.90,1456,,5936.00,1.48,1.22,0.158,[Fe/H],4.18,566.1890000,12.4592000
TOI-2587 A b,TOI-2587 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),5.45664000,0.063500,12.072,69.28659,0.000000,728.00,1445,,5760.00,1.73,1.15,0.130,[Fe/H],4.02,373.6750000,11.4079000
TOI-2589 b,TOI-2589,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),61.62770000,0.300000,12.106,1112.39942,0.522000,,592,,5579.00,1.07,0.93,0.120,[Fe/H],4.35,200.2730000,11.1958000
TOI-262 b,TOI-262,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),11.14529000,0.163000,2.070,,,,584,K0 V,5310.00,0.85,0.91,0.260,[Fe/H],4.54,43.9320000,8.6685900
TOI-2641 b,TOI-2641,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.88097400,0.060700,18.103,122.68177,0.180000,602.00,1387,F9 V,6100.00,1.34,1.16,-0.150,[Fe/H],4.20,344.0450000,11.5712000
TOI-2669 b,TOI-2669,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.20340000,,19.728,193.87533,0.090000,,,,4800.00,4.10,1.19,0.100,[Fe/H],3.29,393.4430000,10.6019000
TOI-269 b,TOI-269,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.69771040,0.034500,2.770,8.80000,0.425000,19.00,531,M2 V,3514.00,0.40,0.39,-0.290,[Fe/H],4.83,57.0225000,13.4258000
TOI-270 b,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.36015380,0.031970,1.206,1.58000,0.034000,,581,M,3506.00,0.38,0.39,-0.200,[Fe/H],4.87,22.4793000,11.6306000
TOI-270 c,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.66057310,0.045260,2.355,6.15000,0.027000,,488,M,3506.00,0.38,0.39,-0.200,[Fe/H],4.87,22.4793000,11.6306000
TOI-270 d,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.37957300,0.072100,2.133,4.78000,0.032000,,387,M,3506.00,0.38,0.39,-0.200,[Fe/H],4.87,22.4793000,11.6306000
TOI-277 b,TOI-277,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.99400000,0.026900,2.650,,,,,,4031.00,0.36,0.16,-0.010,[Fe/H],4.58,64.6692000,12.7896000
TOI-2796 b,TOI-2796,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.80849830,0.056900,17.262,139.84450,0.000000,352.00,1205,,5764.00,1.07,1.06,0.239,[Fe/H],4.40,350.3430000,12.3642000
TOI-2803 A b,TOI-2803 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.96229325,0.031850,18.114,309.88270,0.000000,2150.00,1893,,6280.00,1.25,1.12,-0.105,[Fe/H],4.30,494.8180000,12.4272000
TOI-2818 b,TOI-2818,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.03970900,0.049300,15.278,225.65817,0.000000,598.00,1376,,5721.00,1.23,0.98,-0.020,[Fe/H],4.25,312.6740000,11.8367000
TOI-2842 b,TOI-2842,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.55140580,0.047500,12.845,117.59651,0.000000,781.80,1471,,5910.00,1.26,1.14,0.233,[Fe/H],4.29,460.9950000,12.4636000
TOI-2977 b,TOI-2977,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.35056140,0.033860,13.159,533.95172,0.000000,947.80,1544,,5691.00,1.07,0.94,0.013,[Fe/H],4.35,,12.4443000
TOI-3023 b,TOI-3023,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.90149710,0.050500,16.432,197.05361,0.000000,1084.00,1596,,5760.00,1.67,1.12,0.085,[Fe/H],4.05,389.9160000,12.0336000
TOI-3082 b,TOI-3082,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.92690700,,3.662,,,,1033,,4263.00,0.68,0.66,0.170,[m/H],4.62,113.0480000,12.5313000
TOI-3235 b,TOI-3235,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.59261842,0.027090,11.400,211.35589,0.029000,,604,M V,3388.80,0.37,0.39,0.264,[Fe/H],4.90,72.8110000,14.4858000
TOI-332 b,TOI-332,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.77703800,0.015900,3.200,57.20000,0.000000,,1871,K0 V,5251.00,0.87,0.88,0.256,[Fe/H],4.46,222.8520000,12.0630000
TOI-3331 A b,TOI-3331 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.01802310,0.031440,12.980,721.47048,0.000000,818.50,1488,,5609.00,0.95,1.02,0.148,[Fe/H],4.49,217.1930000,11.8314000
TOI-3362 b,TOI-3362,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.09547000,0.153000,12.801,1598.35906,0.815000,,,,6532.00,1.83,1.45,0.017,[M/H],4.07,366.9870000,10.7051000
TOI-3364 b,TOI-3364,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),5.87689180,0.067500,12.229,530.77344,0.000000,425.00,1264,,5706.00,1.42,1.19,0.387,[Fe/H],4.21,277.8990000,11.2945000
TOI-3540 A b,TOI-3540 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.11999900,0.042890,23.539,375.03752,0.000000,841.30,1498,,5810.00,1.23,1.08,0.176,[Fe/H],4.29,,11.4036000
TOI-3629 b,TOI-3629,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.93655100,0.043000,8.295,82.63539,0.050000,39.00,690,M1,3870.00,0.60,0.63,0.400,[Fe/H],4.67,130.0910000,13.8375000
TOI-3688 A b,TOI-3688 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.24607500,0.045600,13.081,311.47184,0.000000,924.30,1534,,5950.00,1.30,1.20,0.262,[Fe/H],4.29,396.3780000,12.3686000
TOI-3693 b,TOI-3693,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.08851600,0.081300,12.599,324.18498,0.000000,68.60,801,,5321.00,0.79,0.87,0.071,[Fe/H],4.58,176.4360000,11.9579000
TOI-3714 b,TOI-3714,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.15484900,0.027000,11.321,222.47988,0.030000,54.00,750,M2,3660.00,0.51,0.53,0.100,[Fe/H],4.75,112.7100000,14.3107000
TOI-3757 b,TOI-3757,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.43875300,0.038450,12.000,85.30000,0.140000,55.40,759,M0 V,3913.00,0.62,0.64,0.000,[Fe/H],4.68,181.1390000,14.1321000
TOI-3785 b,TOI-3785,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.67473730,0.043000,5.140,14.95000,0.110000,19.10,582,M2 V,3576.00,0.50,0.52,0.099,[Fe/H],4.75,79.7634000,13.6559000
TOI-3807 b,TOI-3807,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.89897270,0.042100,18.495,330.54154,0.000000,1230.00,1646,,5772.00,1.47,1.18,0.278,[Fe/H],4.17,421.7450000,12.0338000
TOI-3819 b,TOI-3819,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.24431410,0.046110,13.137,352.78953,0.000000,1186.00,1633,,5859.00,1.54,1.24,0.273,[Fe/H],4.16,558.1410000,12.4130000
TOI-3884 b,TOI-3884,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.54456970,0.035400,6.000,16.50000,0.320000,7.42,463,M4,3269.00,0.30,0.28,0.230,[Fe/H],4.92,43.1448000,14.2747000
TOI-3912 b,TOI-3912,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.49362640,0.046300,14.280,129.03833,0.000000,872.20,1512,,5725.00,1.39,1.09,0.187,[Fe/H],4.19,465.9920000,12.3073000
TOI-3976 A b,TOI-3976 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.60766200,0.074300,12.274,55.61997,0.000000,469.00,1295,,5975.00,1.50,1.25,0.182,[Fe/H],4.18,516.0870000,12.2192000
TOI-3984 A b,TOI-3984 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.35332600,0.041000,7.900,44.00000,0.230000,16.70,563,M4+/-0.5,3476.00,0.47,0.49,0.180,[Fe/H],4.81,108.8830000,14.6718000
TOI-4010 b,TOI-4010,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.34833500,0.022900,3.020,11.00000,0.030000,714.00,1441,K V,4960.00,0.83,0.88,0.370,[Fe/H],4.54,177.5040000,12.1216000
TOI-4010 c,TOI-4010,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),5.41465400,0.058000,5.930,20.31000,0.030000,112.00,907,K V,4960.00,0.83,0.88,0.370,[Fe/H],4.54,177.5040000,12.1216000
TOI-4010 d,TOI-4010,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),14.70886000,0.113000,6.180,38.15000,0.070000,30.00,650,K V,4960.00,0.83,0.88,0.370,[Fe/H],4.54,177.5040000,12.1216000
TOI-4010 e,TOI-4010,1,1,4,Radial Velocity,2023,Roque de los Muchachos Observatory,762.00000000,1.570000,,,0.260000,0.15,174,K V,4960.00,0.83,0.88,0.370,[Fe/H],4.54,177.5040000,12.1216000
TOI-4087 b,TOI-4087,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.17748350,0.044690,13.047,232.01474,0.000000,753.90,1458,,6060.00,1.11,1.18,0.237,[Fe/H],4.42,301.6760000,11.7064000
TOI-411 b,HD 22946,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.04029500,0.057270,1.362,13.71000,,495.14,1241,,6169.00,1.12,1.10,-0.080,[Fe/H],4.47,62.7792000,8.1281000
TOI-411 c,HD 22946,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.57308300,0.101700,2.328,9.72000,,156.75,931,,6169.00,1.12,1.10,-0.080,[Fe/H],4.47,62.7792000,8.1281000
TOI-4127 b,TOI-4127,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),56.39879000,0.308100,12.285,731.00534,0.747100,22.30,605,F V,6096.00,1.29,1.23,0.140,[Fe/H],4.26,319.6320000,11.4122000
TOI-4137 b,TOI-4137,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.80161220,0.052220,13.574,457.67291,0.000000,1013.00,1570,,6202.00,1.44,1.31,0.182,[Fe/H],4.24,334.9930000,11.2468000
TOI-4145 A b,TOI-4145 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.06644280,0.048230,13.305,136.66622,0.000000,223.00,1074,,5281.00,0.86,0.91,0.168,[Fe/H],4.53,205.3870000,12.0572000
TOI-4184 b,TOI-4184,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.90198040,0.033600,2.430,,,4.80,412,M5.5+/-0.5,3238.00,0.23,0.21,-0.270,[Fe/H],5.01,69.3649000,15.5939000
TOI-4201 b,TOI-4201,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.58191940,0.040000,13.675,788.21445,0.041000,45.20,725,M1.0+/-0.5,3794.00,0.63,0.61,0.520,[Fe/H],4.64,189.0110000,14.5001000
TOI-421 b,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.19672000,0.056000,2.680,7.17000,0.163000,154.57,981,G9 V,5325.00,0.87,0.85,-0.020,[Fe/H],4.49,74.7969000,9.7777600
TOI-421 c,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.06819000,0.118900,5.090,16.42000,0.152000,34.32,674,G9 V,5325.00,0.87,0.85,-0.020,[Fe/H],4.49,74.7969000,9.7777600
TOI-4308 b,TOI-4308,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.15120100,,2.419,,,,763,,5243.00,0.79,0.90,,,4.59,108.9320000,10.8645000
TOI-431 b,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.49004700,0.011300,1.280,3.07000,0.000000,,1862,,4850.00,0.73,0.78,0.200,[Fe/H],4.60,32.5686000,8.7917100
TOI-431 c,TOI-431,1,1,3,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),4.84940000,0.052000,,,0.000000,,867,,4850.00,0.73,0.78,0.200,[Fe/H],4.60,32.5686000,8.7917100
TOI-431 d,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),12.46103000,0.098000,3.290,9.90000,0.000000,,633,,4850.00,0.73,0.78,0.200,[Fe/H],4.60,32.5686000,8.7917100
TOI-4329 b,TOI-4329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.92230000,,16.813,143.02278,0.068000,,,,6000.00,2.31,1.54,0.290,[Fe/H],3.90,717.1280000,12.4747000
TOI-4342 b,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),5.53824980,0.052510,2.266,,,26.90,634,M0 V,3901.00,0.60,0.63,,,4.69,61.5204000,11.9822000
TOI-4342 c,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),10.68871600,0.081400,2.415,,,11.18,509,M0 V,3901.00,0.60,0.63,,,4.69,61.5204000,11.9822000
TOI-4377 b,TOI-4377,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.37808100,0.057900,15.110,304.16179,0.045000,,,,4974.00,3.52,1.36,0.205,[Fe/H],3.39,455.8200000,11.4565000
TOI-4406 b,TOI-4406,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),30.08364000,0.201000,11.209,95.34852,0.150000,,904,,6219.00,1.29,1.19,0.100,[Fe/H],4.29,261.8340000,10.9545000
TOI-444 b,TOI-444,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.96360000,0.133000,2.770,,,,609,K1/2 V,5225.00,0.78,0.96,0.080,[Fe/H],4.64,57.3973000,9.6063000
TOI-4463 A b,TOI-4463 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.88071980,0.040360,13.260,252.35576,0.000000,633.00,1395,,5640.00,1.06,1.06,0.250,[Fe/H],4.41,173.1170000,10.9505000
TOI-4479 b,TOI-4479,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.15890000,0.016400,2.820,,,92.50,861,M3.0,3400.00,0.45,0.45,0.000,[Fe/H],4.50,80.6532000,14.1309000
TOI-451 b,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.85870300,0.028300,1.910,,0.000000,,1491,,5550.00,0.88,0.95,,,,123.7390000,10.7498000
TOI-451 c,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.19252200,0.082300,3.100,,0.000000,,875,,5550.00,0.88,0.95,,,,123.7390000,10.7498000
TOI-451 d,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.36498800,0.120800,4.070,,0.000000,,722,,5550.00,0.88,0.95,,,,123.7390000,10.7498000
TOI-4551 b,TOI-4551,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.95581000,0.099400,11.859,473.56433,0.101000,,,,4896.00,3.55,1.31,0.230,[Fe/H],3.48,215.9860000,9.6410000
TOI-4562 b,TOI-4562,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),225.11781000,0.768000,12.530,732.00000,0.760000,,318,F7 V,6096.00,1.15,1.19,0.080,[M/H],4.39,339.6050000,11.9551000
TOI-4582 b,TOI-4582,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),31.03400000,,10.536,168.44906,0.510000,,,,5190.00,2.50,1.34,0.170,[Fe/H],3.77,383.8460000,11.0809000
TOI-4600 b,TOI-4600,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),82.68690000,0.349000,6.800,959.84179,0.250000,,347,K V,5170.00,0.81,0.89,0.160,[Fe/H],4.57,216.0560000,12.4406000
TOI-4600 c,TOI-4600,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),482.81910000,1.152000,9.420,2946.26933,0.210000,,191,K V,5170.00,0.81,0.89,0.160,[Fe/H],4.57,216.0560000,12.4406000
TOI-4603 b,TOI-4603,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.24599000,0.088800,11.680,4096.80817,0.325000,1192.00,1677,F,6264.00,2.74,1.76,0.342,[Fe/H],3.81,225.6430000,9.0746900
TOI-470 b,TOI-470,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),12.19148000,0.119000,4.340,,,,660,G,5190.00,0.83,0.87,0.100,[Fe/H],4.54,130.4600000,11.2461000
TOI-4791 b,TOI-4791,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.28088000,0.055500,12.442,734.18362,0.000000,783.20,1472,,6058.00,1.41,1.24,0.207,[Fe/H],4.23,328.8020000,11.3152000
TOI-481 b,TOI-481,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.33111000,0.097000,11.097,486.27990,0.153000,,1370,G,5735.00,1.66,1.14,0.260,[Fe/H],4.06,179.3660000,9.8465900
TOI-4860 b,TOI-4860,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.52275959,0.018450,8.474,212.94503,0.150000,,624,M4.5+/-0.5,3390.00,0.35,0.34,0.300,[Fe/H],4.88,80.1423000,15.1091000
TOI-500 b,TOI-500,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.54817700,0.011890,1.166,1.42000,0.063000,1138.00,1617,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],4.62,47.3924000,10.1026000
TOI-500 c,TOI-500,1,1,4,Radial Velocity,2022,La Silla Observatory,6.63560000,,,,0.072000,,,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],4.62,47.3924000,10.1026000
TOI-500 d,TOI-500,1,1,4,Radial Velocity,2022,La Silla Observatory,26.23300000,,,,0.016000,,,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],4.62,47.3924000,10.1026000
TOI-500 e,TOI-500,1,1,4,Radial Velocity,2022,La Silla Observatory,61.30000000,,,,0.073000,,,K6 V,4440.00,0.68,0.74,0.120,[Fe/H],4.62,47.3924000,10.1026000
TOI-5126 b,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),5.45883850,0.065190,4.740,,0.000000,467.00,1442,F V,6150.00,1.24,1.24,0.180,[Fe/H],4.22,160.4140000,9.9362900
TOI-5126 c,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),17.89990000,0.143900,3.860,,0.000000,96.00,971,F V,6150.00,1.24,1.24,0.180,[Fe/H],4.22,160.4140000,9.9362900
TOI-5153 b,TOI-5153,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),20.33003000,0.158000,11.882,1036.12061,0.091000,,906,F8 V,6300.00,1.40,1.24,0.120,[Fe/H],4.30,390.4840000,11.5779000
TOI-5174 b,TOI-5174,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.21428600,,5.351,,,,,,5643.77,1.09,1.00,0.415,[M/H],4.36,197.2430000,11.1031000
TOI-519 b,TOI-519,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.26523280,0.015900,11.545,147.15455,0.330000,,687,M V,3322.00,0.35,0.34,0.270,[Fe/H],4.87,115.5570000,15.7067000
TOI-5205 b,TOI-5205,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.63075700,0.019900,11.600,343.00000,0.020000,49.00,737,M4.0,3430.00,0.39,0.39,0.000,[Fe/H],4.84,86.4493000,14.9317000
TOI-5238 b,TOI-5238,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.87217100,,5.220,,,,,,5631.00,1.02,1.00,,,4.42,290.6460000,12.0984000
TOI-5293 A b,TOI-5293 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.93028900,0.034000,11.900,170.40000,0.380000,34.60,675,M3+/-1,3586.00,0.52,0.54,-0.030,[Fe/H],4.77,162.2290000,14.9816000
TOI-530 b,TOI-530,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.38759700,0.052000,9.303,127.13136,0.000000,,565,M0.5 V,3659.00,0.54,0.53,0.376,[Fe/H],4.70,148.7620000,14.6439000
TOI-532 b,TOI-532,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.32665080,0.029600,5.820,61.50000,0.000000,94.10,867,,3927.00,0.61,0.64,0.338,[Fe/H],4.67,135.0470000,13.6645000
TOI-5344 b,TOI-5344,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.79262200,0.040410,10.604,130.94530,0.054000,38.00,689,,3747.00,0.59,0.61,0.425,[Fe/H],4.69,138.3670000,14.3361000
TOI-5398 b,TOI-5398,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),10.59054700,0.098000,10.300,58.70000,0.130000,,947,G V,6000.00,1.05,1.15,0.090,[Fe/H],4.44,130.8550000,9.9823300
TOI-5398 c,TOI-5398,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.77271000,0.057000,3.520,11.80000,0.140000,,1242,G V,6000.00,1.05,1.15,0.090,[Fe/H],4.44,130.8550000,9.9823300
TOI-540 b,TOI-540,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.23914910,0.012230,0.903,,0.000000,23.40,611,M V,3216.00,0.19,0.16,,,,14.0022000,12.8938000
TOI-544 b,TOI-544,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.54835100,0.025100,2.030,,,,1082,,4369.00,0.66,0.85,,,4.73,41.1166000,10.4143000
TOI-5542 b,TOI-5542,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),75.12375000,0.332000,11.310,419.53350,0.018000,9.60,441,G3 V,5700.00,1.06,0.89,-0.210,[Fe/H],4.20,348.8490000,12.2819000
TOI-558 b,TOI-558,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.57407100,0.129100,12.173,1147.36055,0.298000,,1061,F V,6466.00,1.50,1.35,-0.004,[Fe/H],4.22,402.6300000,11.3253000
