pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,sy_gaiamag
EPIC 201170410.02,EPIC 201170410,1,1,1,Transit,2020,K2,6.79870000,0.034900,1.047,,0.000000,,,,3648.00,0.28,0.29,-0.048,[Fe/H],5.00,,16.4386000
EPIC 201238110 b,EPIC 201238110,1,1,1,Transit,2019,K2,28.16560000,,1.870,,,,,,,,0.41,,,,159.2590000,15.2612000
EPIC 201427007 b,EPIC 201427007,1,1,1,Transit,2021,K2,0.72091000,,1.500,,,,,,5633.00,0.94,,-0.053,[Fe/H],4.40,706.3910000,14.1470000
EPIC 201497682 b,EPIC 201497682,1,1,1,Transit,2019,K2,2.13174000,,0.692,,,,,,,,0.78,,,,253.0260000,13.7368000
EPIC 201595106 b,EPIC 201595106,1,1,1,Transit,2021,K2,0.87721400,,1.300,,,,,,5820.00,0.93,,-0.010,[Fe/H],4.60,232.1000000,11.6477000
EPIC 201615463 c,K2-166,1,1,2,Transit,2019,K2,3.80464000,,1.220,,,,,,,,1.07,,,,476.8820000,11.9456000
EPIC 201754305 d,K2-16,1,1,3,Transit,2019,K2,2.71578000,,1.030,,,,,,,,0.67,,,,334.9670000,14.3234000
EPIC 201757695.02,EPIC 201757695,1,1,1,Transit,2020,K2,2.04780000,0.029600,0.908,,0.000000,,,,4520.00,0.66,0.73,-0.003,[Fe/H],4.66,,
EPIC 201833600 c,K2-50,1,1,2,Transit,2019,K2,3.96151000,,1.000,,,,,,,,0.61,,,,257.4430000,14.2575000
EPIC 201841433 b,EPIC 201841433,1,1,1,Transit,2019,K2,4.16980000,0.035000,1.040,,,,,,5053.00,0.63,0.80,0.000,[Fe/H],4.59,436.4880000,14.5885000
EPIC 205950854 c,K2-168,1,1,2,Transit,2019,K2,8.05072200,,1.310,,,,961,,5502.70,0.83,0.88,,,,243.9350000,12.0976000
EPIC 206024342 b,EPIC 206024342,1,1,3,Transit,2019,K2,4.50756000,,1.700,,,,,,,,0.93,,,,369.8880000,12.9682000
EPIC 206024342 c,EPIC 206024342,1,1,3,Transit,2021,K2,0.91172400,,1.400,,,,,,5724.00,1.10,,-0.220,[Fe/H],4.50,369.8880000,12.9682000
EPIC 206024342 d,EPIC 206024342,1,1,3,Transit,2021,K2,14.64753100,,2.600,,,,,,5724.00,1.10,,-0.220,[Fe/H],4.50,369.8880000,12.9682000
EPIC 206032309 b,EPIC 206032309,1,1,1,Transit,2019,K2,2.87814000,,1.010,,,,,,,,0.22,,,,161.3650000,16.0689000
EPIC 206042996 b,EPIC 206042996,1,1,2,Transit,2019,K2,5.29860000,,1.700,,,,,,4114.00,0.50,,0.006,[Fe/H],4.80,451.7690000,15.9752000
EPIC 206042996 c,EPIC 206042996,1,1,2,Transit,2021,K2,0.35488400,,1.200,,,,,,4114.00,0.50,,0.006,[Fe/H],4.80,451.7690000,15.9752000
EPIC 206215704 b,EPIC 206215704,1,1,1,Transit,2019,K2,2.25543600,,1.000,,,,,,3297.00,0.25,,-0.330,[Fe/H],4.90,109.8880000,16.1722000
EPIC 206317286 b,EPIC 206317286,1,1,2,Transit,2019,K2,1.58252000,,0.960,,,,,,,,0.71,,,,314.3500000,13.7740000
EPIC 206317286 c,EPIC 206317286,1,1,2,Transit,2022,K2,17.51547200,,2.094,,,,,,4752.00,0.76,0.83,0.019,[Fe/H],4.60,314.3500000,13.7740000
EPIC 211822797 b,EPIC 211822797,1,1,1,Transit,2016,K2,21.17019630,0.119500,1.920,,,,431,,4057.00,0.58,0.62,0.200,[Fe/H],4.70,186.1970000,14.5263000
EPIC 211945201 b,EPIC 211945201,1,1,1,Transit,2018,K2,19.49221000,0.149300,5.760,,,,817,,6069.00,1.39,1.17,0.100,[Fe/H],4.22,181.6900000,10.0512000
EPIC 212297394 b,EPIC 212297394,1,1,2,Transit,2019,K2,2.28936300,,1.480,,,,1149,,5171.00,0.80,0.83,-0.030,[Fe/H],4.55,418.3950000,14.1864000
EPIC 212297394 c,EPIC 212297394,1,1,2,Transit,2016,K2,5.21396500,,2.270,,,,866,,5171.00,0.80,0.83,-0.030,[Fe/H],4.55,418.3950000,14.1864000
EPIC 212424622 b,EPIC 212424622,1,1,1,Transit,2019,K2,18.09830000,,2.170,,,,,,,,1.11,,,,611.8040000,13.2026000
EPIC 212499991 b,EPIC 212499991,1,1,1,Transit,2019,K2,34.88500000,,1.600,,,,,,,,0.91,,,,283.2900000,13.3118000
EPIC 212587672 b,EPIC 212587672,1,1,2,Transit,2019,K2,15.28078000,,1.260,,,,756,,6004.00,0.98,0.99,-0.180,[Fe/H],4.45,320.0700000,12.2038000
EPIC 212587672 c,EPIC 212587672,1,1,2,Transit,2016,K2,23.22855500,,2.320,,,,658,,6004.00,0.98,0.99,-0.180,[Fe/H],4.45,320.0700000,12.2038000
EPIC 212624936 b,EPIC 212624936,1,1,2,Transit,2021,K2,0.57865700,,1.200,,,,,,5765.00,0.93,,-0.390,[Fe/H],4.40,561.9290000,13.8326000
EPIC 212624936 c,EPIC 212624936,1,1,2,Transit,2021,K2,11.81143700,,2.300,,,,,,5765.00,0.93,,-0.390,[Fe/H],4.40,561.9290000,13.8326000
EPIC 212737443 b,EPIC 212737443,1,1,2,Transit,2019,K2,13.60300000,0.098000,2.586,,0.200000,,536,K3,4684.00,0.67,0.69,-0.137,[Fe/H],4.62,336.2500000,14.4776000
EPIC 212737443 c,EPIC 212737443,1,1,2,Transit,2019,K2,65.55000000,0.280000,2.690,,0.200000,,316,K3,4684.00,0.67,0.69,-0.137,[Fe/H],4.62,336.2500000,14.4776000
EPIC 220492298 b,EPIC 220492298,1,1,1,Transit,2021,K2,0.76240600,,0.990,,,,,,5620.00,0.89,,0.280,[Fe/H],4.50,624.5120000,13.7756000
EPIC 220554210 c,K2-282,1,1,2,Transit,2019,K2,0.70531000,,1.600,,,,,,5499.00,1.00,,-0.230,[Fe/H],4.50,496.2890000,13.8183000
EPIC 220674823 b,EPIC 220674823,1,1,2,Transit,2016,K2,0.57129200,0.013260,1.725,8.21000,0.000000,4670.00,2300,,5532.00,0.99,0.95,0.110,[Fe/H],,244.5900000,11.9535000
EPIC 220674823 c,EPIC 220674823,1,1,2,Transit,2016,K2,13.33970000,0.108300,2.836,8.90000,0.130000,70.00,805,,5532.00,0.99,0.95,0.110,[Fe/H],,244.5900000,11.9535000
EPIC 228836835 b,EPIC 228836835,1,1,1,Transit,2021,K2,0.72811300,,1.100,,,,,,3782.00,0.32,,-0.180,[Fe/H],5.00,150.1240000,15.4185000
EPIC 229004835 b,EPIC 229004835,1,1,1,Transit,2023,K2,16.14113200,0.123700,2.332,10.40000,0.230000,69.70,804,,5868.00,1.00,0.97,-0.120,[Fe/H],,121.9710000,10.0494000
EPIC 246851721 b,EPIC 246851721,1,2,1,Transit,2018,K2,6.18023500,0.072290,11.781,953.49000,,642.00,1401,F5 V,6202.00,1.59,1.32,0.141,[Fe/H],4.16,372.6320000,11.2549000
EPIC 248847494 b,EPIC 248847494,1,1,1,Transit,2018,K2,3650.00000000,4.500000,12.442,4131.79000,0.000000,0.19,183,,4898.00,2.70,0.90,-0.230,[Fe/H],3.52,551.8860000,12.1722000
EPIC 249893012 b,EPIC 249893012,1,1,3,Transit,2020,K2,3.59510000,0.047000,1.950,8.75000,0.060000,1037.00,1616,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],3.99,321.2960000,11.4019000
EPIC 249893012 c,EPIC 249893012,1,1,3,Transit,2020,K2,15.62400000,0.130000,3.670,14.67000,0.070000,160.00,990,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],3.99,321.2960000,11.4019000
EPIC 249893012 d,EPIC 249893012,1,1,3,Transit,2020,K2,35.74700000,0.220000,3.940,10.18000,0.150000,53.00,752,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],3.99,321.2960000,11.4019000
FU Tau b,FU Tau,1,1,1,Imaging,2008,Spitzer Space Telescope,,800.000000,,5085.28000,,,2375,M7.25,2838.00,,0.05,,,,,15.2412000
G 264-012 b,G 264-012,1,1,2,Radial Velocity,2021,Calar Alto Observatory,2.30538000,0.022790,,,,20.50,587,M4.0 V,3326.00,0.30,0.30,0.100,[Fe/H],4.85,16.0090000,11.7617000
G 264-012 c,G 264-012,1,1,2,Radial Velocity,2021,Calar Alto Observatory,8.05180000,0.052500,,,,3.87,387,M4.0 V,3326.00,0.30,0.30,0.100,[Fe/H],4.85,16.0090000,11.7617000
G 9-40 b,G 9-40,1,1,1,Transit,2019,K2,5.74600700,0.038500,2.025,11.70000,0.000000,7.20,456,M2.5 V,3348.00,0.31,0.29,0.040,[Fe/H],4.93,27.9276000,12.7331000
GJ 1002 b,GJ 1002,1,1,2,Radial Velocity,2022,Multiple Observatories,10.34650000,0.045700,,,,0.67,231,M5.5 V,3024.00,0.14,0.12,-0.250,[Fe/H],5.10,4.8486700,11.7804000
GJ 1002 c,GJ 1002,1,1,2,Radial Velocity,2022,Multiple Observatories,21.20200000,0.073800,,,,0.26,182,M5.5 V,3024.00,0.14,0.12,-0.250,[Fe/H],5.10,4.8486700,11.7804000
GJ 1061 b,GJ 1061,1,1,3,Radial Velocity,2020,La Silla Observatory,3.20400000,0.021000,,,0.310000,3.80,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],,3.6727800,10.9889000
GJ 1061 c,GJ 1061,1,1,3,Radial Velocity,2020,La Silla Observatory,6.68900000,0.035000,,,0.290000,1.40,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],,3.6727800,10.9889000
GJ 1061 d,GJ 1061,1,1,3,Radial Velocity,2020,La Silla Observatory,13.03100000,0.054000,,,0.530000,0.60,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],,3.6727800,10.9889000
GJ 1132 b,GJ 1132,1,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.62893100,0.015300,1.130,1.66000,0.220000,,529,,3270.00,0.21,0.18,,,,12.6130000,12.1380000
GJ 1132 c,GJ 1132,1,1,2,Radial Velocity,2018,La Silla Observatory,8.92900000,0.047600,,,0.270000,,300,,3270.00,0.21,0.18,,,,12.6130000,12.1380000
GJ 1148 b,GJ 1148,1,1,2,Radial Velocity,2010,W. M. Keck Observatory,41.38000000,0.166000,,,0.380000,,,,3287.00,0.36,0.34,,,4.87,11.0143000,10.5769000
GJ 1148 c,GJ 1148,1,1,2,Radial Velocity,2017,Calar Alto Observatory,532.58000000,0.912000,,,0.342000,,,,3287.00,0.36,0.34,,,4.87,11.0143000,10.5769000
GJ 1151 c,GJ 1151,1,1,1,Radial Velocity,2023,Multiple Facilities,389.70000000,0.571400,,,,,,M 4.5V,3280.00,0.18,0.16,-0.120,[Fe/H],5.09,8.0362500,11.6938000
GJ 1214 b,GJ 1214,1,1,1,Transit,2009,MEarth Project,1.58040433,0.014900,2.742,8.17000,0.063000,21.00,596,M4 V,3250.00,0.21,0.18,0.290,[Fe/H],5.03,14.6427000,13.0089000
GJ 1252 b,GJ 1252,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.51823310,,1.193,1.32000,0.000000,,,M3,3458.00,0.39,0.38,0.100,[Fe/H],,20.3730000,11.2364000
GJ 1265 b,GJ 1265,1,1,1,Radial Velocity,2018,Calar Alto Observatory,3.65110000,0.026000,,,0.040000,,,M4.5 V,3236.00,0.19,0.18,-0.040,[Fe/H],5.09,10.2525000,12.0807000
GJ 143 b,GJ 143,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.61253000,0.191500,2.610,22.70000,0.188000,,422,K4.5,4640.00,0.69,0.73,0.003,[Fe/H],4.61,16.3200000,7.6790600
GJ 15 A b,GJ 15 A,1,2,2,Radial Velocity,2014,W. M. Keck Observatory,11.44070000,0.072000,,,0.094000,,,M1,3607.00,0.38,0.38,-0.340,[Fe/H],4.87,3.5622800,7.2162000
GJ 15 A c,GJ 15 A,1,2,2,Radial Velocity,2018,Roque de los Muchachos Observatory,7600.00000000,5.400000,,,0.270000,,,M1,3607.00,0.38,0.38,-0.340,[Fe/H],4.87,3.5622800,7.2162000
GJ 160.2 b,GJ 160.2,1,1,1,Radial Velocity,2014,Multiple Observatories,5.23540000,0.053000,,,0.060000,,,M0 V,4347.00,,0.69,,,,25.8557000,9.2015400
GJ 163 b,GJ 163,1,1,3,Radial Velocity,2013,La Silla Observatory,8.63182000,0.060700,,,0.073000,,,,,,,,,,15.1285000,10.6771000
GJ 163 c,GJ 163,1,1,3,Radial Velocity,2013,La Silla Observatory,25.63058000,0.125400,,,0.099000,,,,,,,,,,15.1285000,10.6771000
GJ 163 d,GJ 163,1,1,3,Radial Velocity,2013,La Silla Observatory,603.95116000,1.030400,,,0.373000,,,,,,,,,,15.1285000,10.6771000
GJ 179 b,GJ 179,1,1,1,Radial Velocity,2009,W. M. Keck Observatory,2288.00000000,2.410000,,,0.210000,,,M3.5 V,3370.00,0.38,0.36,0.300,[Fe/H],4.83,12.3560000,10.7055000
GJ 180 b,GJ 180,1,1,3,Radial Velocity,2014,Multiple Observatories,17.13300000,0.092000,,,0.070000,,,,,,0.43,,,,11.9407000,9.9339500
GJ 180 c,GJ 180,1,1,3,Radial Velocity,2014,Multiple Observatories,24.32900000,0.129000,,,0.090000,,,M2 V,3371.00,,0.43,,,,11.9407000,9.9339500
GJ 180 d,GJ 180,1,1,3,Radial Velocity,2020,Multiple Facilities,106.30000000,0.309000,,,0.140000,,,,,,0.43,,,,11.9407000,9.9339500
GJ 2030 b,GJ 2030,1,1,2,Radial Velocity,2022,Multiple Observatories,2.38129000,0.034000,,,0.239000,,,,,,0.96,,,,37.0788000,6.0208800
GJ 2030 c,GJ 2030,1,1,2,Radial Velocity,2022,Multiple Observatories,25533.11353000,16.761000,,4069.15709,0.041000,,,,,,0.96,,,,37.0788000,6.0208800
GJ 2056 b,GJ 2056,1,1,1,Radial Velocity,2020,Multiple Observatories,69.97100000,0.283000,,,0.720000,,,,,,0.62,,,,28.4434000,9.7228100
GJ 229 A c,GJ 229,1,2,2,Radial Velocity,2020,Multiple Facilities,121.93268000,0.384000,,,0.366000,,,,,,0.51,,,,5.7562400,7.3072400
GJ 229 b,GJ 229,1,2,2,Radial Velocity,2014,Multiple Observatories,579.47495000,1.086000,,,0.404000,,,,,,0.51,,,,5.7562400,7.3072400
GJ 251 b,GJ 251,1,1,1,Radial Velocity,2020,W. M. Keck Observatory,14.23800000,0.081800,,,0.100000,2.53,351,M3.0 V,3451.00,0.36,0.36,-0.030,[Fe/H],4.96,5.5805700,8.8551800
GJ 27.1 b,GJ 27.1,1,1,1,Radial Velocity,2014,Multiple Observatories,15.81900000,0.101000,,,0.080000,,,M0.5 V,3542.00,,0.53,,,,23.6062000,10.5790000
GJ 273 b,GJ 273,1,1,2,Radial Velocity,2017,La Silla Observatory,18.64980000,0.091101,,,0.100000,1.06,,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],,5.9215350,
GJ 273 c,GJ 273,1,1,2,Radial Velocity,2017,La Silla Observatory,4.72340000,0.036467,,,0.170000,6.66,,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],,5.9215350,
GJ 3021 b,GJ 3021,1,2,1,Radial Velocity,2000,La Silla Observatory,133.71000000,0.490000,,,0.511000,,350,G6 V,5540.00,0.90,0.90,0.100,[Fe/H],4.70,17.5559000,6.3972900
GJ 3082 b,GJ 3082,1,1,1,Radial Velocity,2020,Multiple Facilities,11.94900000,0.079000,,,0.220000,,,,,,0.47,,,,16.6186000,10.2011000
GJ 3090 b,GJ 3090,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.85310540,0.031650,2.130,3.34000,0.320000,,693,M2 V,3556.00,0.52,0.52,-0.060,[Fe/H],4.73,22.4751000,10.5521000
GJ 3138 b,GJ 3138,1,1,3,Radial Velocity,2017,La Silla Observatory,1.22003000,0.019700,,,0.190000,118.10,,M0,3717.00,0.50,0.68,-0.300,[Fe/H],,28.4712000,10.1924000
GJ 3138 c,GJ 3138,1,1,3,Radial Velocity,2017,La Silla Observatory,5.97400000,0.057000,,,0.110000,13.90,,M0,3717.00,0.50,0.68,-0.300,[Fe/H],,28.4712000,10.1924000
GJ 3138 d,GJ 3138,1,1,3,Radial Velocity,2017,La Silla Observatory,257.80000000,0.698000,,,0.320000,0.10,,M0,3717.00,0.50,0.68,-0.300,[Fe/H],,28.4712000,10.1924000
GJ 317 b,GJ 317,1,1,2,Radial Velocity,2007,W. M. Keck Observatory,695.66000000,1.151000,,,0.070000,,,,,,0.42,,,,15.1968000,10.7539000
GJ 317 c,GJ 317,1,1,2,Radial Velocity,2018,W. M. Keck Observatory,6739.32300000,5.230000,,,0.170000,,,,,,0.42,,,,15.1968000,10.7539000
GJ 3222 b,GJ 3222,1,2,1,Radial Velocity,2022,Multiple Observatories,10.66669000,0.091000,,,0.929000,,,,,,0.89,,,,18.2381700,
GJ 328 b,GJ 328,1,1,2,Radial Velocity,2013,McDonald Observatory,3771.00000000,4.110000,,,0.227000,,,M0.0,3897.00,0.63,0.65,-0.060,[Fe/H],4.64,20.5266000,9.2861000
GJ 328 c,GJ 328,1,1,2,Radial Velocity,2023,Roque de los Muchachos Observatory,241.80000000,0.657000,,,,,,M0.0,3897.00,0.63,0.65,-0.060,[Fe/H],4.64,20.5266000,9.2861000
GJ 3293 b,GJ 3293,1,1,4,Radial Velocity,2015,La Silla Observatory,30.59870000,0.143390,,,0.060000,1.07,,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],,20.1903000,10.9788000
GJ 3293 c,GJ 3293,1,1,4,Radial Velocity,2015,La Silla Observatory,122.61960000,0.361750,,,0.110000,0.17,,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],,20.1903000,10.9788000
GJ 3293 d,GJ 3293,1,1,4,Radial Velocity,2017,La Silla Observatory,48.13450000,0.193940,,,0.120000,0.59,,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],,20.1903000,10.9788000
GJ 3293 e,GJ 3293,1,1,4,Radial Velocity,2017,La Silla Observatory,13.25430000,0.082080,,,0.210000,3.34,,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],,20.1903000,10.9788000
GJ 3323 b,GJ 3323,1,1,2,Radial Velocity,2017,La Silla Observatory,5.36360000,0.032820,,,0.230000,2.58,,M4,3159.00,0.12,0.16,-0.270,[Fe/H],,5.3748400,10.6467000
GJ 3323 c,GJ 3323,1,1,2,Radial Velocity,2017,La Silla Observatory,40.54000000,0.126400,,,0.170000,0.17,,M4,3159.00,0.12,0.16,-0.270,[Fe/H],,5.3748400,10.6467000
GJ 3341 b,GJ 3341,1,1,1,Radial Velocity,2015,La Silla Observatory,14.20700000,0.089000,,,0.310000,,,M2.5,3526.00,0.44,0.47,-0.090,[Fe/H],,23.6190000,11.1029000
GJ 338 B b,GJ 338 B,1,2,1,Radial Velocity,2020,Calar Alto Observatory,24.42200000,0.142000,,,0.109000,,,M0 V,4014.00,0.58,0.64,-0.030,[Fe/H],4.68,6.3325600,7.0477500
GJ 3470 b,GJ 3470,1,1,1,Radial Velocity,2012,La Silla Observatory,3.33664960,0.035500,4.570,13.90000,,,594,,3600.00,0.55,0.54,0.200,[Fe/H],4.70,29.4214000,11.3537000
GJ 3473 b,GJ 3473,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.19800350,0.015890,1.264,1.86000,0.000000,59.40,773,,3347.00,0.36,0.36,0.110,[Fe/H],4.81,27.3644000,12.4650000
GJ 3473 c,GJ 3473,1,2,2,Radial Velocity,2020,Multiple Observatories,15.50900000,0.087600,,,0.000000,1.95,329,,3347.00,0.36,0.36,0.110,[Fe/H],4.81,27.3644000,12.4650000
GJ 3512 b,GJ 3512,1,1,2,Radial Velocity,2019,Calar Alto Observatory,203.69000000,0.337000,,,0.440000,,,M5.5 V,3081.00,0.14,0.12,-0.070,[Fe/H],,9.4863700,13.1117000
GJ 3512 c,GJ 3512,1,1,2,Radial Velocity,2020,Multiple Observatories,1599.60000000,1.292000,,,0.018300,,,M5.5 V,3081.00,0.14,0.12,-0.070,[Fe/H],,9.4863700,13.1117000
GJ 357 b,GJ 357,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.93060000,0.036000,1.200,,,,518,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],4.94,9.4418100,9.8803600
GJ 357 c,GJ 357,1,1,3,Radial Velocity,2019,Multiple Observatories,9.12470000,0.061000,,,,4.45,401,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],4.94,9.4418100,9.8803600
GJ 357 d,GJ 357,1,1,3,Radial Velocity,2019,Multiple Observatories,55.66100000,0.204000,,,,0.38,220,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],4.94,9.4418100,9.8803600
GJ 3634 b,GJ 3634,1,1,1,Radial Velocity,2010,La Silla Observatory,2.64561000,0.028700,,8.40000,0.080000,,,M2.5,,0.43,0.45,,,,20.3779000,10.9233000
GJ 367 b,GJ 367,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.32192250,0.007090,0.699,0.63300,0.060000,579.00,1365,M1.0 V,3522.00,0.46,0.46,-0.010,[Fe/H],4.78,9.4126300,9.1515900
GJ 367 c,GJ 367,1,1,3,Radial Velocity,2023,La Silla Observatory,11.53010000,,,,0.090000,,,M1.0 V,3522.00,0.46,0.46,-0.010,[Fe/H],4.78,9.4126300,9.1515900
GJ 367 d,GJ 367,1,1,3,Radial Velocity,2023,La Silla Observatory,34.36900000,,,,0.140000,,,M1.0 V,3522.00,0.46,0.46,-0.010,[Fe/H],4.78,9.4126300,9.1515900
GJ 3779 b,GJ 3779,1,1,1,Radial Velocity,2018,Calar Alto Observatory,3.02320000,0.026000,,,0.070000,,,M4.0 V,3324.00,0.28,0.27,0.000,[Fe/H],5.05,13.7430000,11.6266000
GJ 3929 b,GJ 3929,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.61623500,0.025200,1.090,1.75000,0.000000,17.30,568,,3384.00,0.32,0.31,-0.020,[Fe/H],4.89,15.8095000,11.5109000
GJ 3929 c,GJ 3929,1,1,2,Radial Velocity,2022,Multiple Observatories,15.04000000,0.081000,,,0.000000,1.68,317,,3384.00,0.32,0.31,-0.020,[Fe/H],4.89,15.8095000,11.5109000
GJ 393 b,GJ 393,1,1,1,Radial Velocity,2021,Multiple Observatories,7.02679000,0.054020,,,,9.21,485,M2.0 V,3579.00,0.43,0.43,-0.090,[Fe/H],4.88,7.0314900,8.6737300
GJ 3942 b,GJ 3942,1,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,6.90500000,0.060800,,,0.121000,,590,M0,3867.00,0.61,0.63,-0.040,[Fe/H],4.65,16.9287000,9.4076500
GJ 3988 b,GJ 3988,1,1,1,Radial Velocity,2023,Calar Alto Observatory,6.94420000,0.040500,,,0.000000,2.45,348,M4.5 V,3273.00,0.20,0.18,-0.120,[Fe/H],4.92,9.9105000,11.9925000
GJ 3998 b,GJ 3998,1,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,2.64977000,0.029000,,,0.000000,,,M1,3722.00,0.49,0.50,-0.160,[Fe/H],4.77,18.1459000,9.9833700
GJ 3998 c,GJ 3998,1,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,13.74000000,0.089000,,,0.049000,,,M1,3722.00,0.49,0.50,-0.160,[Fe/H],4.77,18.1459000,9.9833700
GJ 411 b,GJ 411,1,1,2,Radial Velocity,2019,Haute-Provence Observatory,12.93940000,0.078790,,,0.063000,,,,3719.00,0.37,0.39,-0.362,[Fe/H],4.89,5.6757730,
GJ 414 A b,GJ 414 A,1,2,2,Radial Velocity,2021,W. M. Keck Observatory,50.80000000,0.232400,2.630,,0.450000,,309,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],4.65,11.8893000,7.7280800
GJ 414 A c,GJ 414 A,1,2,2,Radial Velocity,2021,W. M. Keck Observatory,749.83000000,1.400000,8.400,,0.105000,,125,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],4.65,11.8893000,7.7280800
GJ 422 b,GJ 422,1,1,1,Radial Velocity,2014,Multiple Observatories,20.12900000,0.111000,,,0.110000,,,,,,0.35,,,,12.6631000,10.4771000
GJ 4276 b,GJ 4276,1,1,1,Radial Velocity,2019,Calar Alto Observatory,13.35200000,0.082000,,,0.370000,,,M4.0,3387.00,0.41,0.41,0.120,[Fe/H],4.97,21.3362000,11.6605000
GJ 433 b,GJ 433,1,1,3,Radial Velocity,2011,La Silla Observatory,7.37050000,0.062000,,,0.040000,,,,,,0.48,,,,9.0645600,8.8913800
GJ 433 c,GJ 433,1,1,3,Radial Velocity,2014,Multiple Observatories,5094.10500000,4.819000,,,0.120000,,,,,,0.48,,,,9.0645600,8.8913800
GJ 433 d,GJ 433,1,1,3,Radial Velocity,2020,Multiple Facilities,36.05900000,0.178000,,,0.070000,,,,,,0.48,,,,9.0645600,8.8913800
GJ 436 b,GJ 436,1,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64388312,0.029100,4.170,22.10000,0.138270,,,,,0.46,0.47,,,4.79,9.7532100,9.5714800
GJ 463 b,GJ 463,1,1,1,Radial Velocity,2022,Multiple Observatories,3448.00000000,3.530000,,1144.18227,0.090000,,,M3 V,3540.00,0.49,0.49,,,4.86,18.3554000,10.5462000
GJ 480 b,GJ 480,1,1,1,Radial Velocity,2020,Multiple Observatories,9.56700000,0.068000,,,0.100000,,,M3.5 Ve,,,0.45,,,,14.2358000,10.3249000
GJ 486 b,GJ 486,1,1,1,Radial Velocity,2021,Calar Alto Observatory,1.46711900,0.017340,1.305,2.82000,0.050000,40.30,701,M3.5 V,3340.00,0.33,0.32,0.070,[Fe/H],,8.0742600,10.0940000
GJ 504 b,GJ 504,1,1,1,Imaging,2013,Subaru Telescope,,43.500000,,1271.30000,,,510,G0 V,6234.00,,1.22,0.280,[Fe/H],4.60,17.5299000,5.0415600
GJ 514 b,GJ 514,1,1,1,Radial Velocity,2022,Multiple Observatories,140.43000000,0.422000,,,0.450000,0.28,202,M0.5-1.0 V,3728.00,0.50,0.51,-0.140,[Fe/H],4.76,7.6177800,8.2062100
GJ 536 b,GJ 536,1,1,1,Radial Velocity,2016,La Silla Observatory,8.70760000,0.066610,,,0.080000,,,M1 V,3685.00,0.50,0.52,-0.080,[Fe/H],4.75,10.4092000,8.8588100
GJ 581 b,GJ 581,1,1,3,Radial Velocity,2005,La Silla Observatory,5.36860000,0.040610,,,0.000000,,,,3396.00,0.33,0.31,,,4.89,6.2981000,9.4110000
GJ 581 c,GJ 581,1,1,3,Radial Velocity,2007,La Silla Observatory,12.91400000,0.072100,,,0.000000,,,,3396.00,0.33,0.31,,,4.89,6.2981000,9.4110000
GJ 581 e,GJ 581,1,1,3,Radial Velocity,2009,La Silla Observatory,3.14900000,0.028150,,,0.000000,,,,3396.00,0.33,0.31,,,4.89,6.2981000,9.4110000
GJ 625 b,GJ 625,1,1,1,Radial Velocity,2017,Multiple Observatories,14.62800000,0.078361,,,0.130000,,,M2,3499.00,0.31,0.30,-0.380,[Fe/H],4.94,6.4724900,9.1370200
GJ 649 b,GJ 649,1,1,1,Radial Velocity,2009,W. M. Keck Observatory,600.10000000,1.112000,,,0.083000,,,M1.0,3734.00,0.50,0.51,-0.150,[Fe/H],4.76,10.3796000,8.8187500
GJ 667 C b,GJ 667 C,1,3,5,Radial Velocity,2011,La Silla Observatory,7.20040000,0.050500,,,0.130000,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],4.69,7.2439600,9.3803300
